TypeName,Inches,ScreenResolution,Cpu,Ram,OpSys,Weight,Price_euros,TouchScreen,HDD,SSD,Flash Storage,Hybrid,SSHD,2 in 1 Convertible,Gaming,Netbook,Notebook,Ultrabook,Workstation,Android,Chrome OS,Linux,Mac OS X,No OS,Windows 10,Windows 10 S,Windows 7,macOS
Notebook,15.6,4.0,13,8,Windows 10,1.9,935.0,0,500,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2 in 1 Convertible,13.3,13.0,14,8,Windows 10,1.24,2013.1,1,0,512,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Gaming,17.3,4.0,14,32,Windows 10,3.58,1279.0,0,0,256,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2 in 1 Convertible,13.3,4.0,14,16,Windows 10,1.22,1649.0,1,0,256,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Ultrabook,14.0,4.0,14,8,Windows 10,1.13,2049.0,0,0,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Notebook,15.6,4.0,13,8,Windows 10,1.95,1962.99,0,0,512,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Ultrabook,15.6,4.0,14,16,Windows 10,1.08,2099.0,1,0,512,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Netbook,12.5,4.0,14,8,Windows 10,1.26,1483.0,0,0,512,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Notebook,15.6,4.0,10,4,Chrome OS,2.2,359.0,0,0,0,16,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Notebook,15.6,4.0,13,8,Windows 10,2.6,789.0,0,0,0,0,0,1128,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Ultrabook,14.0,4.0,14,8,Windows 10,0.98,1899.0,1,0,512,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Notebook,14.0,4.0,13,8,Windows 10,1.6,1205.0,0,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Ultrabook,12.5,14.0,11,8,Windows 10,1.09,3100.0,1,0,240,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Notebook,15.6,4.0,14,6,Windows 10,2.2,789.0,0,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Notebook,15.6,4.0,14,8,Windows 10,2.04,1018.99,0,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Notebook,15.6,4.0,12,4,Windows 10,2.4,499.0,0,1000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Notebook,13.3,4.0,13,4,Windows 10,1.44,881.0,0,0,128,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Notebook,13.3,4.0,13,8,Windows 10,1.49,960.0,0,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Gaming,17.3,4.0,14,16,Windows 10,2.7,1599.0,0,0,0,0,0,1256,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Gaming,15.6,4.0,14,16,Windows 10,2.6,1349.0,0,0,0,0,0,1128,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Gaming,15.6,4.0,13,8,Windows 10,2.2,1119.91,0,0,0,0,0,1128,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Notebook,15.6,1.0,13,4,Windows 10,2.18,684.99,0,1000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Ultrabook,15.6,4.0,14,8,Windows 10,1.84,1296.99,0,0,256,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Ultrabook,13.3,13.0,14,8,Windows 10,1.39,1149.0,1,0,256,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Notebook,15.6,4.0,14,16,Windows 10,2.4,1975.0,0,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2 in 1 Convertible,13.3,4.0,13,8,Windows 10,1.37,1825.0,1,0,512,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Notebook,15.6,1.0,13,4,Windows 10,1.95,729.9,0,500,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Ultrabook,12.5,4.0,14,8,Windows 10,1.36,1650.0,0,0,256,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Notebook,15.6,4.0,13,8,Windows 10,2.31,1165.0,0,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Notebook,15.6,1.0,13,4,Windows 10,2.18,708.06,0,1000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Notebook,14.0,1.0,13,4,Windows 10,1.95,1149.0,0,500,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Notebook,15.6,1.0,15,4,Windows 10,2.2,309.0,0,1000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Ultrabook,12.5,4.0,13,4,Windows 10,1.26,1579.0,0,500,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Notebook,15.6,1.0,10,4,No OS,1.86,288.9,0,1000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2 in 1 Convertible,13.3,13.0,14,16,Windows 10,1.3,1799.0,1,0,1000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Notebook,14.0,4.0,13,4,Windows 10,1.47,1105.0,0,0,128,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Netbook,12.5,4.0,13,8,Windows 10,1.26,1669.0,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Notebook,15.6,1.0,12,4,Windows 10,2.18,558.6,0,1000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Gaming,15.6,4.0,14,8,Windows 10,2.2,1199.0,0,0,0,0,0,1128,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Ultrabook,14.0,4.0,13,8,Windows 10,1.36,1639.0,0,0,256,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Gaming,17.3,9.0,14,16,Windows 10,4.36,2758.0,0,0,0,0,0,1512,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Gaming,17.3,4.0,13,8,Windows 10,2.75,1399.0,0,0,0,0,0,1128,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Notebook,17.3,3.0,15,4,Windows 10,2.8,530.0,0,1000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Notebook,15.6,1.0,13,4,Windows 10,2.23,619.0,0,500,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Notebook,15.6,1.0,13,8,Windows 10,2.2,1119.0,0,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2 in 1 Convertible,11.3,4.0,11,8,Windows 10,1.1,1299.0,1,0,256,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Gaming,15.6,4.0,7,16,Windows 10,2.5,999.0,0,0,0,0,0,1512,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Ultrabook,12.5,4.0,13,8,Windows 10,1.36,1472.2,1,0,256,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Notebook,15.6,4.0,14,8,No OS,2.2,685.0,0,1000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Notebook,17.3,3.0,12,4,Windows 10,2.36,659.0,0,1000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Notebook,14.0,1.0,10,4,Chrome OS,1.68,349.0,0,0,0,32,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Workstation,15.6,4.0,14,8,Windows 10,2.0,2249.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Ultrabook,14.0,4.0,14,8,Windows 10,1.36,1775.0,0,0,256,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Notebook,13.3,4.0,13,8,Windows 7,1.2,1460.0,0,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2 in 1 Convertible,12.5,4.0,11,8,Chrome OS,1.2,1159.0,0,0,0,64,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Ultrabook,14.0,4.0,14,8,Windows 10,1.7,1488.99,0,0,256,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Gaming,17.3,14.0,14,16,Windows 10,4.36,3154.0,0,0,0,0,0,1512,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2 in 1 Convertible,13.3,4.0,13,8,Windows 10,1.24,1899.0,1,0,256,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2 in 1 Convertible,11.6,1.0,15,4,Windows 10,1.45,775.0,1,0,256,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Ultrabook,13.3,13.0,14,8,Windows 10,1.3,1268.0,0,0,256,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2 in 1 Convertible,11.6,1.0,10,4,Chrome OS,1.25,389.0,1,0,0,32,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Notebook,13.3,4.0,13,8,Windows 10,1.2,1535.0,0,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Ultrabook,12.5,4.0,13,8,Windows 10,1.36,1760.0,0,0,256,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Notebook,15.6,4.0,13,12,Windows 10,2.4,1009.0,0,0,0,0,0,1128,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Ultrabook,12.5,4.0,14,8,Windows 10,1.1,1790.0,1,0,512,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Notebook,15.6,1.0,13,8,Windows 10,2.04,846.5,0,1000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Notebook,15.6,1.0,12,4,Linux,2.25,465.62,0,1000,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Notebook,15.6,1.0,13,4,Windows 10,1.9,825.0,0,500,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Notebook,15.6,4.0,12,4,Windows 10,2.04,685.0,0,500,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Gaming,17.3,4.0,14,32,Windows 10,4.42,3149.0,0,0,0,0,0,1256,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Notebook,15.6,4.0,13,6,Windows 10,2.4,695.0,0,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2 in 1 Convertible,13.3,13.0,14,16,Windows 10,1.22,1899.0,1,0,512,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Ultrabook,14.0,9.0,14,8,Windows 10,1.5,1962.98,1,0,256,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Gaming,17.3,4.0,14,32,Windows 10,4.42,2800.0,0,0,0,0,0,1256,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Notebook,14.0,4.0,13,8,Windows 10,1.95,1180.0,0,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Gaming,17.3,4.0,14,16,Windows 10,2.73,2049.9,0,0,0,0,0,1256,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Notebook,15.6,4.0,13,8,Windows 10,2.04,979.0,0,0,0,0,0,1128,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Notebook,14.0,1.0,13,4,Windows 7,1.7,1002.0,0,0,0,0,508,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2 in 1 Convertible,15.6,14.0,14,16,Windows 10,2.3,1799.0,1,0,0,0,0,2512,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Notebook,15.6,1.0,14,6,Windows 10,2.04,579.0,0,1000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Gaming,17.3,4.0,14,16,Windows 10,2.99,1749.0,0,0,0,0,0,1256,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2 in 1 Convertible,15.6,4.0,14,12,Windows 10,2.19,1299.0,1,0,512,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Notebook,13.3,4.0,13,4,Windows 7,1.2,1195.0,0,0,128,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Notebook,15.6,4.0,1,6,Windows 10,2.2,549.0,0,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Notebook,15.6,1.0,13,4,Windows 10,2.3,649.0,0,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Notebook,14.0,1.0,13,4,Windows 10,1.75,915.0,0,500,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Notebook,15.6,1.0,13,4,Windows 10,2.25,599.0,0,500,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Notebook,15.6,4.0,13,8,Windows 10,2.04,806.0,0,1000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Gaming,15.6,4.0,14,8,Windows 10,2.5,1189.0,0,0,0,0,0,1128,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Notebook,15.6,1.0,14,8,Windows 10,2.36,749.0,0,1000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Notebook,14.0,4.0,13,8,Windows 10,1.6,1119.0,0,0,128,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Netbook,12.5,4.0,11,8,Windows 10,0.97,1908.0,0,0,512,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Notebook,15.6,4.0,12,4,Windows 10,2.1,499.0,0,0,0,0,0,1128,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Notebook,15.6,1.0,10,4,No OS,1.9,270.62,0,0,128,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Notebook,15.6,4.0,13,8,Windows 10,2.3,1349.0,0,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2 in 1 Convertible,13.3,4.0,13,8,Windows 10,1.68,889.0,1,0,256,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Notebook,13.3,13.0,13,8,Windows 10,1.4,1150.0,0,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Ultrabook,13.3,4.0,14,8,Windows 10,1.11,1349.0,1,0,256,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Notebook,15.6,1.0,15,4,Windows 10,2.4,380.0,0,500,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Gaming,15.6,4.0,14,16,Windows 10,2.5,1799.0,0,0,0,0,0,1256,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Ultrabook,14.0,4.0,14,8,Windows 10,1.48,2089.0,0,0,512,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Gaming,15.6,4.0,14,8,Windows 10,2.7,1260.0,0,0,0,0,0,1128,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Notebook,13.3,4.0,13,8,Windows 10,1.34,1189.0,0,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Notebook,15.6,1.0,12,4,Windows 10,2.18,547.0,0,0,128,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Notebook,14.0,1.0,13,4,Windows 10,1.64,779.0,0,500,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Notebook,13.3,4.0,13,4,Windows 10,1.2,1195.0,0,0,128,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Notebook,14.0,1.0,13,4,Windows 10,1.48,1099.99,0,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Notebook,14.0,4.0,13,4,Windows 10,1.95,1205.0,0,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Ultrabook,14.0,4.0,14,8,Windows 7,1.43,1449.0,0,0,256,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Notebook,14.0,4.0,13,8,Windows 10,1.64,1049.26,0,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Notebook,14.0,1.0,12,4,Windows 10,1.64,684.0,0,500,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Gaming,15.6,4.0,13,8,Windows 10,2.65,949.0,0,0,0,0,1000,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Ultrabook,12.5,4.0,13,4,Windows 10,1.26,1539.0,0,500,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Notebook,14.0,4.0,13,4,Windows 10,1.48,1590.0,0,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Ultrabook,14.0,4.0,14,8,Windows 10,1.54,1887.21,0,0,256,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Notebook,13.3,1.0,12,4,Windows 10,1.49,800.0,0,500,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Notebook,13.3,1.0,13,8,Windows 10,1.5,1210.0,0,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Notebook,15.6,1.0,12,4,Windows 10,2.04,769.99,0,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Notebook,17.3,14.0,14,16,Windows 7,2.4,2968.0,0,0,512,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Notebook,14.0,4.0,13,8,Windows 10,1.47,1490.0,0,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Notebook,14.0,4.0,14,8,Windows 10,1.43,2229.0,0,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2 in 1 Convertible,15.6,4.0,12,4,Windows 10,2.08,795.99,1,1000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Ultrabook,13.3,4.0,13,8,Windows 10,1.2,1590.0,0,0,256,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Notebook,13.3,4.0,13,8,Windows 10,1.11,1149.0,0,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Notebook,14.0,4.0,14,8,Windows 10,1.64,1185.43,0,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Notebook,15.6,4.0,13,8,Windows 10,2.09,1046.44,0,500,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Ultrabook,12.5,1.0,13,4,Windows 10,1.26,1559.0,0,0,256,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Notebook,14.0,1.0,13,4,Windows 10,2.31,1189.0,0,500,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Notebook,14.0,1.0,13,4,Windows 10,1.95,1060.0,0,500,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Ultrabook,13.3,13.0,13,8,Windows 10,1.29,1624.0,1,0,256,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Notebook,17.3,4.0,13,8,Windows 10,2.63,1080.0,0,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Notebook,14.0,1.0,13,4,Windows 10,1.64,973.0,0,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Notebook,15.6,1.0,5,6,Windows 10,2.1,409.0,0,1000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Gaming,17.3,4.0,14,8,Windows 10,2.7,1191.8,0,0,0,0,0,1128,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Notebook,14.0,4.0,13,8,Windows 7,1.95,1195.0,0,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Notebook,15.6,4.0,14,8,Windows 10,1.84,1228.99,0,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Ultrabook,12.5,4.0,14,8,Windows 10,1.26,1349.0,0,0,256,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Notebook,15.6,1.0,13,4,Windows 10,2.04,742.0,0,500,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Ultrabook,14.0,4.0,14,8,Windows 10,1.47,1725.0,0,0,256,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Notebook,15.6,4.0,13,8,Windows 7,2.09,1062.95,0,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Notebook,14.0,4.0,13,8,Windows 10,1.64,1010.51,0,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2 in 1 Convertible,15.6,4.0,14,4,Windows 10,1.8,847.0,1,0,256,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Notebook,14.0,1.0,9,2,Windows 10,1.45,210.8,0,0,0,32,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Notebook,15.6,4.0,14,16,Windows 10,2.4,1425.0,0,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Notebook,15.6,4.0,13,8,Windows 10,2.3,1049.6,0,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Notebook,14.0,4.0,13,4,Windows 10,1.54,1000.0,0,500,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Notebook,15.6,4.0,13,8,Windows 10,1.84,2103.34,0,0,0,0,0,756,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Notebook,14.0,4.0,13,8,Windows 7,1.43,1469.0,0,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Gaming,17.3,4.0,14,16,Windows 10,3.78,1545.64,0,0,0,0,0,1256,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Gaming,17.3,4.0,14,16,Windows 10,4.6,2289.99,0,0,0,0,0,1128,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Netbook,11.6,1.0,10,4,Chrome OS,1.2,287.9,0,0,0,16,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Notebook,14.0,9.0,14,16,Windows 7,1.1,2620.0,0,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Notebook,15.6,4.0,14,8,Windows 10,1.91,979.0,0,1000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2 in 1 Convertible,15.6,4.0,13,8,Windows 10,2.3,1094.0,1,0,256,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Notebook,15.6,1.0,13,4,Windows 10,2.04,979.0,0,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Ultrabook,13.3,13.0,14,16,Windows 10,1.2,2254.0,1,0,1000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Notebook,15.6,1.0,12,4,Windows 10,2.31,705.15,0,500,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Notebook,15.6,1.0,13,4,No OS,1.96,499.0,0,500,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Notebook,15.6,1.0,4,8,Windows 10,2.4,449.0,0,1000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2 in 1 Convertible,13.3,4.0,14,12,Windows 10,1.6,1299.0,1,0,256,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Gaming,15.6,4.0,14,16,Windows 10,2.94,1819.0,0,0,0,0,0,1256,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Notebook,15.6,4.0,14,8,Windows 10,2.04,1070.0,0,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Gaming,17.3,4.0,14,16,No OS,4.0,998.0,0,1000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Notebook,15.6,4.0,13,4,Windows 10,2.25,559.0,0,1000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Notebook,15.6,4.0,14,16,Windows 10,2.32,989.99,0,2000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Gaming,15.6,4.0,14,16,Windows 10,1.8,1929.0,0,0,0,0,0,1256,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Ultrabook,13.3,4.0,14,8,Windows 10,1.29,1458.0,0,0,256,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Gaming,17.3,4.0,14,64,Windows 10,3.58,3975.0,0,0,1000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2 in 1 Convertible,13.3,4.0,14,8,Windows 10,1.62,798.01,1,0,256,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Gaming,15.6,14.0,14,16,Windows 10,3.21,1329.0,0,0,0,0,0,1256,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Ultrabook,12.0,7.0,11,8,Mac OS X,0.92,1300.0,0,0,0,256,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Notebook,15.6,1.0,12,4,Windows 10,2.06,481.98,0,500,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Notebook,15.6,1.0,13,4,Windows 10,2.31,1199.0,0,500,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Ultrabook,12.5,4.0,13,8,Windows 7,1.26,1199.0,0,0,256,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Notebook,13.3,4.0,14,8,Windows 10,1.49,1090.0,0,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Ultrabook,12.5,4.0,14,8,Windows 10,1.3,1713.49,1,0,256,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Notebook,17.3,3.0,13,8,Windows 10,3.0,659.0,0,1000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Notebook,15.6,4.0,13,4,Windows 10,2.3,977.0,0,1000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Gaming,17.3,4.0,14,16,Windows 10,3.78,2499.0,0,0,0,0,0,1256,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Notebook,15.6,1.0,13,4,Windows 10,2.1,540.0,0,500,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Notebook,15.6,4.0,13,4,Windows 7,2.31,940.0,0,500,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Ultrabook,12.5,9.0,11,8,Windows 10,0.99,1399.0,1,0,512,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Gaming,17.3,4.0,14,32,Windows 10,4.6,3240.0,0,0,512,0,1000,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2 in 1 Convertible,10.1,5.0,9,4,Windows 10,0.69,646.27,1,0,0,64,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
