TypeName,Inches,ScreenResolution,Cpu,Ram,OpSys,Weight,Price_euros,TouchScreen,HDD,SSD,Flash Storage,Hybrid,SSHD,2 in 1 Convertible,Gaming,Netbook,Notebook,Ultrabook,Workstation,Android,Chrome OS,Linux,Mac OS X,No OS,Windows 10,Windows 10 S,Windows 7,macOS
Ultrabook,13.3,14.0,14,16,Windows 10,1.3,2049.0,0,0,512,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Notebook,15.6,4.0,13,8,Windows 10,2.18,750.0,0,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Notebook,14.0,4.0,13,4,Windows 7,1.54,1030.99,0,500,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Workstation,15.6,4.0,14,8,Windows 7,1.9,1495.0,0,0,256,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Notebook,14.0,4.0,13,8,Windows 7,1.7,1199.0,0,0,180,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Notebook,13.3,13.0,15,4,Chrome OS,1.29,615.0,0,0,0,32,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Notebook,15.6,1.0,4,4,Windows 10,2.4,387.0,0,500,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Notebook,15.6,1.0,15,4,Linux,2.2,393.49,0,500,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Notebook,15.6,1.0,12,4,No OS,1.86,345.99,0,1000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Gaming,17.3,4.0,14,8,Windows 10,2.7,1599.0,0,0,0,0,0,1256,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Ultrabook,13.3,4.0,13,4,Windows 10,1.4,818.35,0,0,256,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Netbook,12.5,1.0,13,4,Windows 7,2.4,1599.0,0,0,128,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Notebook,15.6,4.0,13,8,Windows 10,2.4,799.0,0,0,0,0,0,1256,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Notebook,15.6,4.0,13,8,Windows 10,2.36,638.8,0,1000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Gaming,17.3,4.0,14,8,Windows 10,2.6,1599.0,0,0,256,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Notebook,15.6,1.0,15,4,Windows 10,1.96,500.0,0,1000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Gaming,17.3,4.0,14,16,Windows 10,4.3,2299.0,0,0,0,0,0,1128,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Ultrabook,12.5,1.0,12,4,Windows 7,1.5,1135.15,0,500,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Ultrabook,12.5,1.0,12,4,Windows 7,1.5,1166.97,0,0,128,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Notebook,15.6,1.0,10,4,Chrome OS,2.2,209.0,0,0,16,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Workstation,17.3,4.0,14,8,Windows 7,3.0,2899.0,0,1000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Gaming,15.6,4.0,14,16,Windows 10,2.4,1199.0,0,0,512,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Ultrabook,12.5,1.0,13,8,Windows 7,1.5,1413.1,0,0,256,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Gaming,17.3,4.0,14,8,Windows 10,2.9,1511.19,0,0,0,0,0,1128,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2 in 1 Convertible,15.6,4.0,13,4,Windows 10,2.1,867.0,1,0,256,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Notebook,15.6,4.0,3,4,Windows 10,2.1,398.0,0,1000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Gaming,15.6,4.0,14,16,Windows 10,2.59,1339.0,0,0,0,0,0,1128,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Notebook,13.3,13.0,11,8,Windows 10,1.16,1699.0,1,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Notebook,15.6,1.0,13,4,Windows 7,2.24,769.15,0,500,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Notebook,15.6,1.0,12,4,Windows 10,2.1,429.0,0,0,128,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Ultrabook,13.3,4.0,14,8,Windows 10,1.16,1969.0,0,0,512,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2 in 1 Convertible,10.1,5.0,9,4,Android,0.69,549.0,1,0,0,64,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Ultrabook,13.3,4.0,14,8,Windows 10,1.23,1379.0,0,0,256,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Gaming,17.3,4.0,14,16,Windows 10,4.6,2749.99,0,0,256,0,1000,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Ultrabook,12.5,14.0,14,8,Windows 10,1.25,1029.0,1,0,256,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Ultrabook,13.3,4.0,14,16,Windows 10,1.05,2226.0,0,0,512,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Gaming,17.3,4.0,14,8,Windows 10,3.52,1312.49,0,0,0,0,0,1128,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Notebook,13.3,4.0,9,4,Windows 10,1.35,196.0,0,0,0,32,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Notebook,13.3,4.0,13,8,Windows 10,1.16,1690.0,0,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Notebook,14.0,4.0,13,8,Windows 7,1.43,1513.0,0,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Notebook,15.6,1.0,13,4,Linux,2.09,523.63,0,500,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Notebook,15.6,1.0,12,4,Windows 10,2.0,435.0,0,1000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2 in 1 Convertible,14.0,4.0,14,8,Windows 10,1.8,1669.0,1,0,256,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2 in 1 Convertible,10.1,5.0,9,4,Windows 10,0.69,479.0,1,0,0,64,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Ultrabook,12.5,1.0,13,8,Windows 7,1.26,1895.0,0,0,256,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Gaming,15.6,4.0,13,8,No OS,2.4,989.0,0,0,0,0,0,1128,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Gaming,17.3,4.0,13,8,Windows 10,3.35,1129.0,0,0,0,0,0,1128,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Notebook,15.6,1.0,14,8,Windows 10,2.04,629.0,0,2000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2 in 1 Convertible,14.0,4.0,14,8,Windows 7,1.8,2050.38,1,0,512,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Notebook,14.0,1.0,10,4,Windows 10,1.5,278.0,0,0,0,32,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Ultrabook,15.6,4.0,14,8,Windows 10,1.84,752.0,0,0,256,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Notebook,15.6,4.0,13,4,Windows 10,2.23,616.0,0,1000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Notebook,15.6,4.0,14,16,Windows 10,2.5,1099.0,0,0,0,0,1000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Workstation,17.3,4.0,14,8,Windows 7,3.0,3949.4,0,0,256,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Notebook,15.6,1.0,13,8,Windows 10,2.5,784.0,0,1000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Gaming,17.3,4.0,14,16,Windows 10,3.78,2399.0,0,0,0,0,0,1256,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Ultrabook,15.6,4.0,14,8,Windows 7,1.88,2171.72,0,0,256,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2 in 1 Convertible,14.0,9.0,14,16,Windows 10,2.8,2440.0,1,0,512,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Gaming,15.6,4.0,14,8,Windows 10,2.4,1142.8,0,0,0,0,0,1128,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2 in 1 Convertible,13.3,4.0,13,8,Windows 10,1.48,1629.0,1,0,256,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Workstation,15.6,4.0,14,8,Windows 7,2.59,2229.0,0,0,256,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2 in 1 Convertible,13.3,9.0,14,8,Windows 10,1.48,1799.0,1,0,256,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Workstation,15.6,4.0,14,8,Windows 7,2.0,1899.0,0,0,256,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Ultrabook,12.5,4.0,14,8,Windows 7,1.26,2296.95,0,0,256,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Notebook,15.6,4.0,14,8,Windows 10,2.18,1009.9,0,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Notebook,15.6,4.0,13,8,Windows 7,1.88,1579.0,0,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2 in 1 Convertible,14.0,9.0,14,8,Windows 10,1.27,2339.0,1,0,256,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Notebook,15.6,1.0,12,4,No OS,1.9,339.0,0,1000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Notebook,15.6,1.0,6,4,Windows 10,1.86,297.0,0,500,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Notebook,15.6,4.0,13,8,No OS,2.32,599.0,0,1000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Gaming,15.6,4.0,14,8,Windows 10,2.62,1199.0,0,1000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Notebook,15.6,14.0,13,8,Windows 10,2.04,2250.68,1,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Notebook,15.6,4.0,3,4,Windows 10,1.91,478.89,0,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Gaming,17.3,4.0,14,16,Windows 10,2.7,1492.8,0,0,0,0,0,1256,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Ultrabook,14.0,4.0,14,12,Windows 7,1.4,2299.0,0,0,512,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Notebook,15.6,4.0,13,8,Windows 10,2.5,788.49,0,0,0,0,1000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2 in 1 Convertible,13.3,9.0,14,8,Windows 10,1.48,2041.0,1,0,512,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Ultrabook,14.0,4.0,14,8,Windows 7,1.7,1499.0,0,0,256,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Gaming,14.0,4.0,14,16,Windows 10,1.7,1769.0,0,0,0,0,0,1256,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Gaming,15.6,4.0,14,8,Windows 10,2.62,899.0,0,1000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Notebook,15.6,1.0,12,8,Windows 10,2.2,459.0,0,1000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Notebook,15.6,1.0,13,4,No OS,2.1,476.99,0,500,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Gaming,15.6,14.0,14,8,Windows 10,2.62,1498.0,0,0,0,0,0,1128,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Notebook,15.6,4.0,13,8,Windows 10,1.95,1390.0,0,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Notebook,15.6,4.0,12,4,Windows 10,2.2,468.0,0,1000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Notebook,14.0,1.0,10,2,Windows 10,1.44,249.0,0,0,0,32,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Gaming,15.6,4.0,14,8,Windows 10,2.2,839.0,0,1000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Notebook,15.6,4.0,14,8,Windows 10,1.96,679.0,0,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Notebook,15.6,4.0,14,16,Windows 10,2.1,1159.0,0,0,512,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Notebook,15.6,1.0,10,4,Windows 10,2.2,369.0,0,500,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Notebook,15.6,1.0,13,4,No OS,2.1,398.0,0,500,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Notebook,15.6,4.0,14,8,No OS,2.2,709.0,0,1000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Notebook,14.0,4.0,12,4,Windows 10,2.0,769.0,0,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Notebook,15.6,4.0,14,4,Windows 7,2.32,825.0,0,0,0,0,1000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Gaming,15.6,4.0,14,16,Windows 10,3.31,1305.0,0,0,512,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Gaming,15.6,4.0,14,16,Windows 10,1.91,2153.37,0,0,0,0,0,1128,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Notebook,15.6,1.0,12,4,Windows 10,2.07,650.0,0,500,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2 in 1 Convertible,14.0,9.0,13,8,Windows 10,1.36,1637.0,1,0,256,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Ultrabook,15.6,4.0,14,6,Windows 10,1.54,831.0,0,0,256,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Notebook,15.6,4.0,14,8,Linux,1.98,895.01,0,0,256,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Notebook,15.6,1.0,10,4,Windows 10,2.1,333.0,0,500,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Notebook,15.6,4.0,14,6,Windows 10,2.18,799.0,0,1000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Gaming,15.6,4.0,14,8,Windows 10,2.59,909.0,0,0,0,0,0,1256,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2 in 1 Convertible,15.6,4.0,14,16,Windows 10,2.09,1179.0,1,0,512,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Notebook,15.6,4.0,13,4,Windows 10,2.23,691.0,0,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Ultrabook,13.3,13.0,13,8,Linux,1.23,1099.0,1,0,256,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Gaming,17.3,4.0,14,16,Windows 10,4.2,2599.0,0,0,0,0,0,1256,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Gaming,15.6,4.0,13,8,Windows 10,2.4,819.0,0,1000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2 in 1 Convertible,12.3,10.0,17,4,Chrome OS,1.15,659.0,1,0,0,32,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Notebook,15.6,1.0,13,4,Windows 10,1.86,485.0,0,500,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Ultrabook,12.0,7.0,11,8,Mac OS X,0.92,1163.0,0,0,0,256,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2 in 1 Convertible,13.3,4.0,13,8,Windows 10,1.6,1199.0,1,0,256,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Notebook,15.6,4.0,14,12,Windows 10,2.21,1327.0,0,0,0,0,0,1128,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Notebook,15.6,1.0,12,4,No OS,1.9,368.0,0,1000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Gaming,17.3,4.0,14,16,Windows 10,4.3,2150.0,0,0,0,0,0,1512,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Notebook,15.6,1.0,10,4,Linux,2.1,272.0,0,1000,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Gaming,17.3,4.0,14,16,Windows 10,2.43,2048.9,0,0,0,0,0,1256,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Notebook,15.6,1.0,12,4,Windows 10,2.3,499.0,0,0,128,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Notebook,15.6,1.0,14,8,No OS,2.2,629.0,0,500,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2 in 1 Convertible,15.6,4.0,14,16,Windows 10,2.0,1285.0,1,0,512,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Ultrabook,13.3,13.0,14,16,Windows 10,1.2,2680.0,1,0,512,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Gaming,15.6,4.0,14,8,Windows 10,2.2,1169.0,0,1000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Notebook,15.6,4.0,13,8,Windows 10,2.36,889.0,0,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Notebook,15.6,1.0,13,8,Windows 10,1.91,579.0,0,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Notebook,15.6,1.0,6,4,Windows 10,2.2,299.0,0,500,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Notebook,17.3,3.0,12,8,Windows 10,3.3,629.0,0,1000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Gaming,15.6,4.0,14,16,Windows 10,2.2,2449.0,0,0,0,0,0,1256,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Ultrabook,12.0,7.0,11,8,Mac OS X,0.92,1279.0,0,0,0,512,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Notebook,15.6,4.0,14,16,Windows 10,2.2,1749.0,0,0,0,0,0,1128,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Gaming,17.3,4.0,14,16,Windows 10,2.43,1948.99,0,0,0,0,0,1256,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2 in 1 Convertible,15.6,4.0,13,8,Windows 10,2.19,999.0,1,0,256,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Gaming,17.3,4.0,14,16,Windows 10,2.9,1949.0,0,0,0,0,0,1256,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Netbook,11.6,1.0,10,2,Chrome OS,1.3,174.0,0,0,32,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Notebook,17.3,3.0,12,4,Windows 10,3.3,598.0,0,1000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Notebook,17.3,3.0,13,8,No OS,2.8,539.0,0,1000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Gaming,15.6,4.0,14,8,Windows 10,2.6,1272.0,0,0,0,0,0,1128,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2 in 1 Convertible,14.0,4.0,14,8,Windows 10,1.2,1149.0,1,0,256,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Notebook,15.6,4.0,14,8,Windows 10,2.3,1529.0,0,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Gaming,15.6,4.0,14,8,Windows 10,2.2,1476.11,0,0,0,0,0,1128,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Notebook,15.6,4.0,1,6,Windows 10,2.1,529.0,0,1000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Ultrabook,12.5,4.0,13,8,Windows 7,1.26,1713.37,1,0,256,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2 in 1 Convertible,15.0,4.0,12,4,Windows 10,2.08,509.0,1,500,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Notebook,15.6,1.0,15,4,Windows 10,2.65,309.0,0,1000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Ultrabook,13.3,13.0,14,8,Windows 10,1.29,1477.0,1,0,256,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Notebook,15.6,1.0,13,4,Linux,2.18,521.86,0,1000,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Gaming,15.6,4.0,14,16,Windows 10,2.6,1029.0,1,0,0,0,0,1128,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Gaming,15.6,4.0,14,8,Windows 10,2.2,1149.0,0,0,0,0,0,1128,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Netbook,12.5,4.0,14,16,Windows 10,1.3,1650.0,1,0,512,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Gaming,14.0,4.0,14,16,Windows 10,1.95,3499.0,0,0,1000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Notebook,15.6,1.0,12,8,Windows 10,2.3,469.01,1,1000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Gaming,17.3,4.0,14,16,Windows 10,2.7,1598.0,0,0,0,0,0,1256,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Ultrabook,11.6,1.0,13,4,Mac OS X,1.08,959.0,0,0,0,256,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Notebook,15.6,4.0,12,4,Windows 10,2.1,478.0,0,1000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Ultrabook,14.0,9.0,14,8,Windows 7,1.54,2198.19,0,0,256,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Notebook,15.6,1.0,13,4,Windows 7,2.24,737.0,0,500,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Gaming,15.6,4.0,14,8,Windows 10,2.3,1169.0,0,0,0,0,0,1128,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Notebook,13.3,4.0,14,16,Windows 10,1.4,1499.0,0,0,512,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Notebook,15.6,4.0,1,6,Windows 10,2.2,597.57,0,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Ultrabook,13.3,4.0,14,8,Windows 10,1.45,1280.0,0,0,256,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Notebook,15.6,1.0,12,4,Linux,2.4,361.8,0,500,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2 in 1 Convertible,17.3,4.0,14,16,Windows 10,2.77,1799.0,1,0,512,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Notebook,14.0,4.0,13,4,Windows 7,1.54,1099.99,0,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Gaming,15.6,4.0,14,16,Windows 10,2.5,1600.0,0,0,0,0,0,1256,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Notebook,14.0,1.0,13,4,Windows 10,1.6,875.0,0,500,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Gaming,15.6,4.0,14,16,Windows 10,2.34,2325.0,0,0,0,0,0,1256,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Notebook,15.6,4.0,13,8,No OS,2.3,573.0,0,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2 in 1 Convertible,13.3,13.0,13,8,Windows 10,1.24,1813.0,1,0,256,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Notebook,15.6,1.0,15,4,Linux,2.2,324.0,0,500,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Notebook,15.6,1.0,3,4,Windows 10,1.86,399.0,0,500,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Notebook,15.6,4.0,12,6,Windows 10,2.4,569.0,0,0,128,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Notebook,14.0,4.0,13,8,Windows 10,1.9,1072.0,0,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Notebook,15.6,1.0,15,4,Windows 10,2.2,443.99,0,500,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Notebook,15.6,1.0,10,4,Windows 10,2.0,339.0,0,1000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Gaming,17.3,4.0,14,16,Windows 10,4.0,1900.0,0,0,0,0,0,1128,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Notebook,15.6,1.0,12,4,Windows 10,2.29,490.0,0,500,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Notebook,15.6,4.0,14,8,Windows 7,2.32,895.0,0,0,0,0,1000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Gaming,15.6,4.0,14,8,Windows 10,2.4,1229.0,0,0,0,0,0,1128,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2 in 1 Convertible,14.0,4.0,13,4,Windows 10,1.8,833.01,1,0,128,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Ultrabook,13.3,4.0,11,8,Windows 10,1.2,729.0,0,0,512,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Notebook,15.6,1.0,12,6,Windows 10,2.3,459.0,0,1000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Notebook,15.6,1.0,10,4,Linux,2.4,289.0,0,500,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Notebook,15.6,1.0,10,2,Windows 10,2.2,379.0,0,500,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Notebook,15.6,4.0,14,8,Windows 10,2.6,899.0,0,1000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Notebook,15.6,4.0,5,6,Windows 10,2.04,549.99,0,0,0,0,1000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Notebook,15.6,1.0,14,8,Linux,2.3,805.99,0,1000,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
